web-scraper-order,web-scraper-start-url,Name,Image
"1553486779-1799","http://www.vinmartplus.vn/danh-muc-san-pham-2","Bánh mì trái bí VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/21/1492742485621_4245586.png"
"1553486779-1795","http://www.vinmartplus.vn/danh-muc-san-pham-2","Chè đậu xanh hoa cau VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492845448056_1617050.jpg"
"1553486779-1835","http://www.vinmartplus.vn/danh-muc-san-pham-2","Cơm đùi gà quay VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492846180187_4813876.jpg"
"1553486779-1840","http://www.vinmartplus.vn/danh-muc-san-pham-2","Xôi lạc VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492845928701_7942467.jpg"
"1553486779-1792","http://www.vinmartplus.vn/danh-muc-san-pham-2","Chè ngô VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492846464753_9022784.jpg"
"1553486779-1816","http://www.vinmartplus.vn/danh-muc-san-pham-2","Thịt nấu đông VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492845690757_9947825.jpg"
"1553486779-1807","http://www.vinmartplus.vn/danh-muc-san-pham-2","Tôm rang ba rọi VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492843869569_9288811.jpg"
"1553486779-1822","http://www.vinmartplus.vn/danh-muc-san-pham-2","Đùi gà góc tư chiên bơ Vinmart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492844679768_7226167.jpg"
"1553486779-1805","http://www.vinmartplus.vn/danh-muc-san-pham-2","Thịt kho VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492844006247_8348099.jpg"
"1553486779-1794","http://www.vinmartplus.vn/danh-muc-san-pham-2","Chè đỗ đen VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492846368564_1081422.jpg"
"1553486779-1841","http://www.vinmartplus.vn/danh-muc-san-pham-2","Xôi gấc VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492845882068_1024042.jpg"
"1553486779-1793","http://www.vinmartplus.vn/danh-muc-san-pham-2","Chè khoai môn VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492846416545_4723679.jpg"
"1553486779-1832","http://www.vinmartplus.vn/danh-muc-san-pham-2","Mỳ ý sốt bò VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492846600766_6122404.jpg"
"1553486779-1826","http://www.vinmartplus.vn/danh-muc-san-pham-2","Đùi gà chiên tỏi VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492844400327_6261117.jpg"
"1553486779-1824","http://www.vinmartplus.vn/danh-muc-san-pham-2","Đùi gà chiên xù cay VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492844589727_6248586.jpg"
"1553486779-1829","http://www.vinmartplus.vn/danh-muc-san-pham-2","Cánh gà chiên bơ VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492844126071_6778112.jpg"
"1553486779-1804","http://www.vinmartplus.vn/danh-muc-san-pham-2","Bò sốt vang VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492844067399_3048687.jpg"
"1553486779-1809","http://www.vinmartplus.vn/danh-muc-san-pham-2","Sườn non rang mặn VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492843775763_5355704.jpg"
"1553486779-1797","http://www.vinmartplus.vn/danh-muc-san-pham-2","Chè bà cốt VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492845330974_2578318.jpg"
"1553486779-1802","http://www.vinmartplus.vn/danh-muc-san-pham-2","Gỏi miến tôm thịt VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492846973994_3703086.jpg"
"1553486779-1827","http://www.vinmartplus.vn/danh-muc-san-pham-2","Cánh gà chiên tỏi mật ong VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492844241431_4488762.jpg"
"1553486779-1798","http://www.vinmartplus.vn/danh-muc-san-pham-2","Bánh danis đào VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/21/1492745414737_4571116.png"
"1553486779-1803","http://www.vinmartplus.vn/danh-muc-san-pham-2","Nộm củ sen tôm thịt VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492846929811_8979407.jpg"
"1553486779-1820","http://www.vinmartplus.vn/danh-muc-san-pham-2","Đùi gà góc tư nướng VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492844780301_9971871.jpg"
"1553486779-1801","http://www.vinmartplus.vn/danh-muc-san-pham-2","Nộm đu đủ bò khô VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492847011431_2725871.jpg"
"1553486779-1817","http://www.vinmartplus.vn/danh-muc-san-pham-2","Giò thủ VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/149284559979_4098611.jpg"
"1553486779-1814","http://www.vinmartplus.vn/danh-muc-san-pham-2","Cá quả kho tiêu VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492843443708_5400376.jpg"
"1553486779-1821","http://www.vinmartplus.vn/danh-muc-san-pham-2","Đùi gà góc tư chiên xù cay VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492844731737_5876590.jpg"
"1553486779-1813","http://www.vinmartplus.vn/danh-muc-san-pham-2","Cá trắm đen kho VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492843493936_1362551.jpg"
"1553486779-1838","http://www.vinmartplus.vn/danh-muc-san-pham-2","Cơm cá basa kho me VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492846048072_6795343.jpg"
"1553486779-1842","http://www.vinmartplus.vn/danh-muc-san-pham-2","Xôi đỗ xanh VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492845834718_7815587.jpg"
"1553486779-1789","http://www.vinmartplus.vn/danh-muc-san-pham-2","Thạch rau câu cafe sữa dừa VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492846868083_8897984.jpg"
"1553486779-1823","http://www.vinmartplus.vn/danh-muc-san-pham-2","Đùi gà góc tư chiên xù VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492844633531_6112819.jpg"
"1553486779-1837","http://www.vinmartplus.vn/danh-muc-san-pham-2","Cơm cá quả kho VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492846087631_9468612.jpg"
"1553486779-1825","http://www.vinmartplus.vn/danh-muc-san-pham-2","Đùi gà chiên xù VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492844448613_1290889.jpg"
"1553486779-1828","http://www.vinmartplus.vn/danh-muc-san-pham-2","Cánh gà chiên mắm VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492844194127_3907239.jpg"
"1553486779-1836","http://www.vinmartplus.vn/danh-muc-san-pham-2","Cơm chiên dương châu VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492846129695_1030708.jpg"
"1553486779-1833","http://www.vinmartplus.vn/danh-muc-san-pham-2","Cơm thịt heo kho tiêu VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492846307423_2209878.jpg"
"1553486779-1812","http://www.vinmartplus.vn/danh-muc-san-pham-2","Cá trắm trắng kho VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492843544357_7327244.jpg"
"1553486779-1819","http://www.vinmartplus.vn/danh-muc-san-pham-2","Đùi gà nướng muối ớt VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492844837502_6972824.jpg"
"1553486779-1791","http://www.vinmartplus.vn/danh-muc-san-pham-2","Chè sen VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492846507058_6866316.jpg"
"1553486779-1818","http://www.vinmartplus.vn/danh-muc-san-pham-2","Đùi gà BBQ VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/149284550097_2968238.jpg"
"1553486779-1806","http://www.vinmartplus.vn/danh-muc-san-pham-2","Thịt ba chỉ chiên mắm VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492843936685_2239538.jpg"
"1553486779-1839","http://www.vinmartplus.vn/danh-muc-san-pham-2","Xôi xéo VinMart Cook","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/22/1492845974388_3109420.jpg"
